case_id,language,category,author_provider,judge_provider,judge_model,judge_snapshot,replica,timestamp_utc,latency_s,n_palabras_just,correccion,especificidad,explicacion,utilidad,comentario,error
CASE_CODE_CS_033,C#,identico,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:32:56Z,39.943,16,100.0,0.0,0.0,0.0,"El texto es correcto (los códigos son idénticos), pero no aporta ningún dato concreto de los archivos, ni explica por qué, ni es útil para un estudiante.",
CASE_CODE_CS_058,C#,funcional,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:33:37Z,26.903,50,100.0,75.0,40.0,50.0,Sin afirmaciones falsas.,
CASE_CODE_CS_018,C#,funcional,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:34:05Z,9.031,51,100.0,20.0,40.0,35.0,El texto es correcto pero demasiado genérico; no menciona el dominio del problema (IMC) ni detalla las construcciones sintácticas específicas que difieren (como el uso de switch o tuplas).,
CASE_CODE_CS_058,C#,funcional,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:34:15Z,9.565,70,100.0,30.0,30.0,30.0,El texto es correcto pero muy genérico; menciona la diferencia estructural (monolítica vs. modular) pero omite detalles clave como el uso de LINQ o arreglos frente a listas.,
CASE_CODE_JAVA_034,Java,funcional,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:34:26Z,4.091,49,30.0,5.0,20.0,12.0,"El texto solo describe una fórmula de ponderación con puntuaciones no justificadas ni verificables (no menciona ArrayList vs HashMap, streams, POO ni ningún elemento concreto de estos archivos), por lo que sus cifras son afirmaciones sin respaldo en el código.",
CASE_CODE_CS_010,C#,funcional,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:34:32Z,49.786,82,100.0,40.0,25.0,70.0,Sin afirmaciones falsas; la descripción es correcta pero es demasiado genérica y carece de razonamiento detallado que vincule el puntaje con fragmentos concretos del código.,
CASE_CODE_JAVA_041,Java,identico,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:35:23Z,9.134,48,100.0,0.0,50.0,60.0,El texto es correcto pero completamente genérico; podría usarse para cualquier par de códigos idénticos sin cambiar una coma.,
CASE_CODE_CS_018,C#,funcional,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:35:33Z,6.343,51,92.0,38.0,35.0,42.0,"Todo lo afirmado es cierto (funcionalidad equivalente, B modularizado frente al Main lineal de A), pero no cita ningún elemento concreto como el switch expression, la tupla de ObtenerDatosPersona, Math.Pow o Convert.ToDouble vs double.Parse, por lo que el razonamiento queda enunciativo y casi interc",
CASE_CODE_CS_056,C#,diferente,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:35:41Z,77.877,67,50.0,85.0,10.0,30.0,"Afirmación contradictoria: 'difieren por completo' en construcción cuando se asigna un 10% de similitud estructural, lo que indica que no difieren completamente.",
CASE_CODE_JAVA_022,Java,funcional,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:37:00Z,8.599,64,75.0,25.0,30.0,30.0,"Las afirmaciones generales sobre equivalencia funcional y refactorización orientada a objetos son plausibles, pero las subpuntuaciones se presentan sin evidencia concreta de los archivos.",
CASE_CODE_JAVA_030,Java,funcional,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:37:10Z,8.41,45,90.0,45.0,40.0,45.0,"Las afirmaciones son verdaderas (mismo resultado 1.5 y mismo formato de salida; A usa cadena if/else-if y B una clase con HashMap), pero el texto se queda en categorías genéricas sin citar elementos concretos como factoresConversion, el operador ternario o el valor 1500.0.",
CASE_CODE_JAVA_001,Java,identico,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:37:20Z,6.044,36,95.0,15.0,30.0,40.0,"Es cierto que ambos archivos son idénticos y el 100 se justifica, pero el texto no menciona ningún elemento concreto (arreglo calificaciones, bucle for, cadena if/else if) ni detalla el puntaje de cada dimensión, quedando genérico y aplicable a cualquier par idéntico.",
CASE_CODE_JAVA_045,Java,identico,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:37:28Z,20.801,36,100.0,20.0,0.0,20.0,"Afirmaciones verdaderas pero genéricas, sin explicación sobre por qué son clones exactos.",
CASE_CODE_CS_003,C#,estructural,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:37:49Z,7.882,76,72.0,10.0,30.0,25.0,"La aritmética ponderada es correcta y las afirmaciones generales (mismo patrón, dominio distinto) no son falsas, pero el texto no cita ni un solo elemento concreto (Estudiante/Empleado, EsAprobado/EsJubilable, CalcularBono, ReadKey vs ReadLine) que justifique las subpuntuaciones asignadas.",
CASE_CODE_CS_024,C#,diferente,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:37:59Z,8.753,59,85.0,25.0,25.0,30.0,"No hay afirmaciones claramente falsas, pero los puntajes por dimensión se presentan sin evidencias concretas de los archivos.",
CASE_CODE_JAVA_039,Java,estructural,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:38:09Z,8.577,65,100.0,85.0,60.0,75.0,"El texto identifica correctamente los tipos de cambios realizados y el algoritmo subyacente, aunque se beneficiaría de mencionar ejemplos concretos de los identificadores o tipos modificados.",
CASE_CODE_CS_032,C#,diferente,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:38:19Z,13.001,72,65.0,28.0,40.0,35.0,"La aritmética ponderada es correcta y no hay falsedades flagrantes, aunque afirmar un 'estilo de codificación similar' (80) y un 'menú interactivo' compartido es discutible: A es un bucle procedural sin métodos ni clases frente a B con enums, POO, JSON y switch expressions, elementos concretos que e",
CASE_CODE_CS_032,C#,diferente,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:38:33Z,42.924,66,100.0,75.0,15.0,40.0,"No hay afirmaciones falsas, pero la explicación es mínima, se limita a enunciar diferencias sin razonar el porqué del veredicto ni justificar los porcentajes.",
CASE_CODE_JAVA_034,Java,funcional,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:39:17Z,10.551,49,0.0,0.0,0.0,0.0,"El texto es una plantilla genérica que solo enuncia pesos matemáticos sin mencionar ningún elemento concreto de los códigos, y afirma erróneamente una similitud en la organización general cuando un código es monolítico y el otro orientado a objetos.",
CASE_CODE_CS_003,C#,estructural,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:39:29Z,11.887,76,100.0,0.0,20.0,20.0,"El texto es completamente genérico y no menciona ningún elemento concreto de los archivos, limitándose a enunciar las métricas y el cálculo matemático.",
CASE_CODE_CS_003,C#,estructural,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:39:42Z,10.115,39,100.0,10.0,40.0,20.0,"El texto es correcto en sus apreciaciones generales, pero es tan genérico que podría aplicarse a cualquier par de códigos con la misma plantilla; no menciona ninguna clase, método o variable concreta.",
CASE_CODE_JAVA_041,Java,identico,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:39:53Z,4.915,19,95.0,8.0,25.0,28.0,"Lo afirmado es cierto (los archivos son byte a byte iguales), pero el texto no cita ningún elemento concreto del código (bucle de notas, promedio, umbral 3.0) y solo enuncia la conclusión sin evidenciar la comparación.",
CASE_CODE_CS_032,C#,diferente,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:40:00Z,11.572,71,78.0,15.0,30.0,27.0,"La aritmética ponderada es correcta (4.0+4.5+4.0+7.5=20) y no hay afirmaciones falsas, pero el texto no cita ni un solo elemento concreto (enums, List<Tarea>, JSON, switch expressions, while(true) con contadores) y no justifica de dónde salen los subpuntajes, especialmente el 75 estilístico.",
CASE_CODE_JAVA_045,Java,identico,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:40:17Z,5.523,37,100.0,20.0,45.0,50.0,"La afirmación de identidad carácter por carácter es verdadera, pero el texto no cita ningún elemento concreto de estos archivos (bucle for, contadorPares, módulo 2), por lo que serviría igual para cualquier par idéntico.",
CASE_CODE_CS_033,C#,identico,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:40:24Z,8.623,26,100.0,0.0,50.0,100.0,"El texto acierta al señalar que son copias exactas, lo cual es suficiente para entender el veredicto, pero su redacción es genérica y aplicaría a cualquier par de archivos idénticos.",
CASE_CODE_JAVA_022,Java,funcional,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:40:33Z,10.244,78,100.0,10.0,20.0,10.0,"El texto se centra en detallar el cálculo matemático de la nota y usa términos genéricos, sin mencionar detalles concretos del código como la búsqueda en el arreglo o la refactorización orientada a objetos.",
CASE_CODE_CS_018,C#,funcional,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:40:45Z,90.81,61,100.0,60.0,50.0,50.0,No se detectó afirmación falsa.,
CASE_CODE_JAVA_041,Java,identico,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:42:16Z,50.113,48,100.0,15.0,25.0,30.0,"No hay afirmaciones falsas, pero el texto es genérico y no explica cómo se determinó que los códigos son copias exactas ni qué significan las dimensiones evaluadas.",
CASE_CODE_JAVA_045,Java,identico,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:43:07Z,9.742,37,100.0,0.0,100.0,90.0,"El texto es correcto y explica el veredicto claramente, pero es completamente genérico y aplicable a cualquier par de archivos idénticos al no mencionar elementos concretos del código.",
CASE_CODE_JAVA_001,Java,identico,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:43:18Z,38.824,45,100.0,0.0,0.0,100.0,No hay afirmaciones falsas.,
CASE_CODE_CS_058,C#,funcional,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:43:58Z,11.186,70,58.0,28.0,35.0,38.0,"El cálculo ponderado es aritméticamente correcto y la contraposición monolítico/modular es real, pero afirmar una base 'léxica y sintáctica muy cercana' es dudoso (List+bucles manuales e int.Parse frente a array, LINQ Sum/Average/Max/Min, miembros de expresión y operador ternario) y ninguna de las c",
CASE_CODE_JAVA_001,Java,identico,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:44:11Z,9.231,45,100.0,0.0,40.0,90.0,"El texto es correcto y útil para justificar la calificación máxima, pero es completamente genérico y no menciona ningún elemento específico del código.",
CASE_CODE_JAVA_030,Java,funcional,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:44:21Z,13.723,78,100.0,85.0,90.0,90.0,El texto describe con gran precisión las diferencias estructurales (condicionales vs. tabla de factores en POO) y justifica correctamente la clasificación como clon semántico.,
CASE_CODE_CS_010,C#,funcional,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:44:36Z,6.343,71,90.0,35.0,45.0,45.0,"No detecto afirmaciones falsas claras, pero la justificación es bastante genérica y no cita elementos concretos como variables, bucles, ternario o formato de salida.",
CASE_CODE_CS_024,C#,diferente,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:44:44Z,9.947,60,100.0,15.0,60.0,35.0,"Las afirmaciones son correctas y hay un razonamiento lógico basado en métricas, pero el texto es tan genérico que podría aplicarse a cualquier par de aplicaciones de consola en C# que hagan cosas distintas.",
CASE_CODE_CS_003,C#,estructural,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:44:55Z,8.928,76,75.0,25.0,35.0,40.0,"No hay una afirmación claramente falsa, pero los porcentajes de similitud se enuncian sin justificarlos con elementos concretos de los archivos.",
CASE_CODE_CS_010,C#,funcional,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:45:05Z,5.929,89,95.0,86.0,82.0,80.0,"Las afirmaciones son técnicamente correctas y citan diferencias concretas como arreglo+bucle frente a variables escalares y ternario frente a if/else; solo la inferencia de código derivado es interpretativa, no verificable directamente.",
CASE_CODE_CS_057,C#,identico,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:45:13Z,3.576,39,100.0,35.0,55.0,60.0,No hay afirmaciones falsas; el texto es correcto pero muy general y no cita elementos concretos del código.,
CASE_CODE_CS_010,C#,funcional,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:45:18Z,50.095,37,100.0,0.0,60.0,50.0,Sin afirmaciones falsas; la argumentación es genérica y no detalla diferencias concretas.,
CASE_CODE_CS_024,C#,diferente,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:46:09Z,27.552,40,100.0,25.0,15.0,20.0,El texto es correcto pero no cita elementos concretos de los archivos ni explica por qué las diferencias implican baja similitud; es genérico.,
CASE_CODE_CS_057,C#,identico,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:46:37Z,5.163,20,95.0,10.0,25.0,30.0,"Las afirmaciones son ciertas (los archivos son byte a byte idénticos), pero el texto no cita ni un solo elemento concreto (List<int>, el foreach de suma/máximo/mínimo, el umbral promedio > 50) ni muestra cómo se verificó cada dimensión, por lo que serviría igual para cualquier par idéntico.",
CASE_CODE_CS_023,C#,estructural,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:46:44Z,8.093,57,75.0,20.0,35.0,35.0,"No hay una afirmación claramente falsa, pero las puntuaciones parciales se presentan sin justificarlas con elementos concretos de los archivos.",
CASE_CODE_CS_015,C#,estructural,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:46:54Z,9.818,52,65.0,10.0,25.0,25.0,"El cálculo aritmético es correcto y las valoraciones generales son plausibles, pero no aporta evidencias concretas de los archivos para justificar los puntajes ni la supuesta similitud estructural/estilística.",
CASE_CODE_JAVA_022,Java,funcional,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:47:05Z,7.989,58,100.0,75.0,90.0,90.0,"El texto es correcto y explica claramente las diferencias estructurales (procedural vs orientado a objetos), aunque podría ser más específico mencionando detalles concretos como el uso de OptionalInt.",
CASE_CODE_JAVA_034,Java,funcional,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:47:14Z,9.109,68,45.0,25.0,35.0,30.0,"Afirmación falsa: no producen la misma salida, porque B imprime marcas de estado y usa HashMap con orden no garantizado, mientras A lista tareas sin estado en orden de inserción.",
CASE_CODE_JAVA_030,Java,funcional,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:47:25Z,37.629,78,100.0,70.0,20.0,25.0,"El texto no contiene afirmaciones falsas, pero carece de razonamiento y solo enuncia conclusiones.",
CASE_CODE_JAVA_041,Java,identico,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:48:03Z,4.599,35,100.0,15.0,20.0,35.0,"No hay afirmaciones falsas: los archivos son idénticos, pero el texto casi no cita elementos concretos ni explica cómo verifica esa identidad.",
CASE_CODE_JAVA_019,Java,estructural,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:48:09Z,7.18,47,85.0,35.0,30.0,35.0,"No contiene afirmaciones falsas, pero se queda en generalidades: no cita ningún elemento concreto (split, bucle for-each, Integer.parseInt, condición de filtrado) ni explica por qué la estructura es equivalente, y alude a una 'ponderación indicada' que nunca detalla.",
CASE_CODE_JAVA_022,Java,funcional,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:48:18Z,11.373,83,100.0,50.0,70.0,65.0,"Las afirmaciones son correctas, pero el texto carece de referencias a variables o métodos concretos de los archivos, y la fórmula matemática inicial resulta opaca sin contexto.",
CASE_CODE_JAVA_044,Java,diferente,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:48:30Z,41.489,82,100.0,100.0,80.0,85.0,Todas las afirmaciones sobre el código son verificables y correctas.,
CASE_CODE_CS_015,C#,estructural,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:49:13Z,11.397,72,75.0,20.0,35.0,30.0,"La aritmética ponderada es correcta y las afirmaciones generales (dominios y vocabularios distintos, arquitectura más compleja en B) son verdaderas, pero no cita ningún elemento concreto (interfaces IProducto/IVendible, Dictionary, try/catch, List<double> de calificaciones) ni justifica de dónde sal",
CASE_CODE_JAVA_024,Java,diferente,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:49:26Z,10.549,62,68.0,10.0,20.0,22.0,"La aritmética de la ponderación es correcta y la conclusión general (búsqueda lineal vs. productor-consumidor con hilos) es coherente, pero no se cita ni un solo elemento concreto (arreglo, for/break, BlockingQueue, AtomicBoolean, Thread) y puntuaciones como léxica=5 o estilística=85 quedan sin just",
CASE_CODE_CS_057,C#,identico,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:49:38Z,5.591,42,100.0,35.0,60.0,65.0,"El texto es técnicamente correcto porque los archivos son idénticos, pero no menciona elementos concretos del código que respalden la comparación.",
CASE_CODE_CS_041,C#,identico,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:49:45Z,4.967,22,95.0,12.0,20.0,30.0,"La afirmación de identidad total es verificable y correcta (los archivos son byte a byte iguales), pero el texto es genérico: no menciona ningún elemento concreto (menú de figuras, cadena de if/else if, umbral area > 100, constante 3.14159) ni explica cómo se llegó a la 'síntesis ponderada'.",
CASE_CODE_CS_018,C#,funcional,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:49:51Z,49.884,102,70.0,30.0,20.0,25.0,"El cálculo de la ponderación es incorrecto: 40%×93 + 30%×40 + 20%×47 + 10%×52 = 63.8, no 63.6.",
CASE_CODE_JAVA_001,Java,identico,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:50:42Z,8.098,31,100.0,0.0,10.0,20.0,"El texto es completamente genérico y se limita a enunciar que son copias exactas junto con una fórmula, sin aportar valor didáctico.",
CASE_CODE_JAVA_041,Java,identico,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:50:51Z,6.039,35,100.0,12.0,30.0,35.0,"La afirmación de clon exacto es verdadera, pero el texto no menciona ningún elemento concreto de estos archivos (bucle de notas, promedio, umbral 3.0) ni justifica por qué cada dimensión obtiene puntaje máximo: solo enuncia los pesos y el total.",
CASE_CODE_CS_018,C#,funcional,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:51:00Z,8.001,74,72.0,12.0,35.0,28.0,"La aritmética del promedio ponderado es correcta y las afirmaciones generales (mismo propósito, refactorización que preserva la función) son ciertas, pero los subpuntajes (95/50/40/25) se presentan sin ninguna evidencia extraída del código: no se menciona la descomposición en métodos, la tupla, Math",
CASE_CODE_CS_057,C#,identico,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:51:09Z,41.68,39,100.0,100.0,0.0,20.0,"Afirmaciones correctas, pero el texto solo enuncia la identidad sin desarrollar ningún razonamiento trazable.",
CASE_CODE_JAVA_030,Java,funcional,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:51:52Z,7.889,72,75.0,35.0,40.0,35.0,"Las afirmaciones generales son mayormente compatibles con los archivos, pero las subpuntuaciones numéricas y la idea de que los datos en crudo se mantienen intactos no se justifican con evidencia concreta del código.",
CASE_CODE_JAVA_044,Java,diferente,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:52:01Z,29.812,48,100.0,30.0,40.0,60.0,Sin afirmaciones falsas.,
CASE_CODE_CS_024,C#,diferente,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:52:32Z,4.12,40,90.0,15.0,30.0,30.0,"Todo lo afirmado es verdadero (mismo lenguaje y consola, propósitos distintos, B más modular con clases, LINQ, métodos y switch expression), pero no cita ni un solo elemento concreto de los archivos, por lo que el texto serviría casi para cualquier par de programas de consola en C#.",
CASE_CODE_JAVA_003,Java,estructural,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:52:38Z,10.847,59,70.0,18.0,35.0,32.0,"La aritmética de la ponderación es correcta y es cierto que las diferencias se limitan a identificadores y literales (calificaciones/productos, umbrales 90-80 vs 35-25), pero las puntuaciones parciales (95, 100, 86, 100) se presentan sin ninguna evidencia extraída de los archivos y el texto no cita ",
CASE_CODE_CS_003,C#,estructural,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:52:50Z,65.859,74,100.0,10.0,5.0,30.0,"No se detectan afirmaciones falsas, pero la argumentación es genérica y carece de razonamiento que vincule los puntajes con características del código.",
CASE_CODE_CS_024,C#,diferente,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:53:57Z,9.536,40,100.0,20.0,20.0,30.0,"El texto es correcto pero extremadamente genérico; no menciona ningún elemento concreto del código (como clases, métodos o la temática de los programas) para justificar la diferencia en complejidad.",
CASE_CODE_CS_041,C#,identico,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:54:08Z,9.336,47,100.0,0.0,30.0,40.0,"El texto acierta al señalar que son copias exactas, pero es completamente genérico y no menciona ningún detalle específico del código evaluado.",
CASE_CODE_CS_056,C#,diferente,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:54:18Z,10.243,53,100.0,70.0,80.0,85.0,"El texto es correcto y resume bien las diferencias de paradigma y dominio, aunque carece de referencias a elementos concretos del código como clases o estructuras de datos.",
CASE_CODE_JAVA_001,Java,identico,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:54:29Z,6.854,36,100.0,25.0,25.0,45.0,"No hay afirmaciones falsas: los archivos son efectivamente idénticos, pero el texto no cita elementos concretos ni desarrolla la comparación por criterios.",
CASE_CODE_JAVA_024,Java,diferente,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:54:38Z,26.646,48,100.0,20.0,5.0,10.0,"No hay afirmaciones falsas, pero la argumentación es genérica y carece de razonamiento concreto.",
CASE_CODE_CS_032,C#,diferente,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:55:05Z,33.186,71,100.0,15.0,0.0,0.0,"Las afirmaciones sobre el código son correctas, pero el texto carece de razonamiento trazable y detalles específicos; las puntuaciones no se justifican.",
CASE_CODE_CS_057,C#,identico,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:55:39Z,9.842,42,100.0,0.0,80.0,90.0,"El texto es correcto y explica el veredicto, pero su especificidad es nula ya que serviría para cualquier par de códigos idénticos sin mencionar detalles concretos del problema.",
CASE_CODE_CS_056,C#,diferente,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:55:50Z,9.482,67,75.0,20.0,30.0,35.0,"El texto es mayormente plausible, pero es muy genérico y no justifica con evidencias concretas de los archivos los porcentajes asignados; además exagera al decir que solo se parecen en lenguaje y estilo, pues ambos comparten patrones de consola, entrada/salida, colecciones y control de flujo.",
CASE_CODE_JAVA_039,Java,estructural,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:56:01Z,34.25,45,100.0,50.0,50.0,70.0,"No hay afirmaciones falsas, pero la argumentación es genérica y no detalla elementos concretos de los archivos.",
CASE_CODE_CS_018,C#,funcional,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:56:37Z,7.643,61,70.0,25.0,30.0,35.0,"La afirmación de que el resultado permanece inalterado es parcialmente imprecisa, porque las etiquetas y mensajes de salida cambian aunque el cálculo y los umbrales sean equivalentes.",
CASE_CODE_CS_015,C#,estructural,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:56:46Z,8.555,75,100.0,90.0,70.0,65.0,"El texto identifica correctamente las similitudes arquitectónicas y las diferencias técnicas específicas, aunque está incompleto al final.",
CASE_CODE_CS_058,C#,funcional,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:56:56Z,11.897,80,88.0,74.0,65.0,70.0,"Las afirmaciones principales son verificables, aunque las puntuaciones parciales y la inferencia de origen común/ofuscación se presentan sin evidencia detallada.",
CASE_CODE_JAVA_003,Java,estructural,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:57:09Z,31.766,71,100.0,30.0,10.0,10.0,Sin afirmaciones falsas sobre el código; la argumentación es genérica y carece de justificación concreta.,
CASE_CODE_CS_018,C#,funcional,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:57:42Z,10.276,61,75.0,15.0,35.0,30.0,"La aritmética ponderada es coherente y la tesis (misma función, distinta estructura) es cierta, aunque decir que 'el resultado permanece inalterado' es impreciso porque las etiquetas de salida cambian ('Bajo peso' vs 'Insuficiencia ponderal'); además no cita ni un solo elemento concreto (tuplas, swi",
CASE_CODE_CS_015,C#,estructural,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:57:54Z,7.946,75,88.0,78.0,50.0,45.0,"Las afirmaciones técnicas principales son correctas, pero la justificación queda incompleta y los puntajes numéricos no se explican con suficiente detalle.",
CASE_CODE_JAVA_022,Java,funcional,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:58:03Z,29.405,58,100.0,60.0,90.0,85.0,No se detectan afirmaciones falsas.,
CASE_CODE_JAVA_024,Java,diferente,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:58:34Z,12.24,48,55.0,12.0,18.0,20.0,"Las afirmaciones cualitativas (propósitos y estructuras distintas, solo comparten Java y estilo) son ciertas, pero la 'ponderación' está mal aplicada: 0·0.4+1.5·0.3+2.0·0.2+8.0·0.1 = 1.65, no 11.5 (se sumaron los valores sin ponderar), y no se cita ningún elemento concreto como la búsqueda lineal de",
CASE_CODE_JAVA_019,Java,estructural,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:58:47Z,9.122,79,100.0,20.0,60.0,50.0,"El texto es correcto y razona lógicamente su conclusión, pero es demasiado genérico al no mencionar ningún detalle concreto de los códigos (como el procesamiento de texto frente al de ventas).",
CASE_CODE_CS_003,C#,estructural,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:58:58Z,4.514,39,80.0,8.0,25.0,20.0,"Las afirmaciones son genéricamente ciertas (misma estructura clase+Main+List+foreach, dominios distintos), pero el texto no cita ni un solo elemento concreto (Estudiante/Empleado, EsAprobado/CalcularBono, MostrarInformacion/MostrarDatos), por lo que serviría para casi cualquier par de códigos y apen",
CASE_CODE_CS_033,C#,identico,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:59:04Z,6.042,16,88.0,4.0,8.0,18.0,"La afirmación de coincidencia total es cierta (los archivos son byte a byte idénticos), pero el texto no nombra ni un solo elemento concreto (listas, bucle de 3 iteraciones, umbral 7.0) ni explica qué son esas 'dimensiones' ni la 'ponderación' invocada.",
